"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 16, 2014","2,835.77","2,830.63","2,836.19","2,776.99","-","0.64%"
"Jul 15, 2014","2,817.82","2,924.26","2,930.12","2,809.63","-","-3.59%"
"Jul 14, 2014","2,922.76","2,947.40","2,970.48","2,891.25","-","-0.88%"
"Jul 11, 2014","2,948.57","2,917.14","2,950.30","2,876.11","-","1.15%"
"Jul 10, 2014","2,915.07","2,831.49","2,921.16","2,796.01","-","2.17%"
"Jul 09, 2014","2,853.25","2,702.20","2,872.08","2,699.40","-","5.73%"
"Jul 08, 2014","2,698.70","2,660.82","2,728.48","2,648.67","-","1.25%"
"Jul 07, 2014","2,665.28","2,671.59","2,681.75","2,630.36","-","-0.25%"
"Jul 03, 2014","2,671.86","2,646.03","2,681.74","2,645.04","-","0.59%"
"Jul 02, 2014","2,656.13","2,606.16","2,664.08","2,593.98","-","2.04%"
"Jul 01, 2014","2,603.02","2,556.18","2,649.19","2,556.18","-","2.07%"
"Jun 30, 2014","2,550.21","2,541.78","2,551.01","2,489.56","-","0.51%"
"Jun 27, 2014","2,537.15","2,570.42","2,570.42","2,498.31","-","-1.41%"
"Jun 26, 2014","2,573.49","2,637.21","2,637.21","2,562.73","-","-2.81%"
"Jun 25, 2014","2,647.85","2,575.24","2,654.50","2,546.47","-","2.86%"
"Jun 24, 2014","2,574.30","2,645.61","2,679.08","2,570.27","-","-3.04%"
"Jun 23, 2014","2,654.97","2,531.96","2,656.64","2,507.68","-","5.47%"
"Jun 20, 2014","2,517.23","2,316.95","2,529.56","2,313.73","-","8.71%"
"Jun 19, 2014","2,315.45","2,339.86","2,339.86","2,283.67","-","-2.18%"
"Jun 18, 2014","2,367.17","2,256.28","2,384.53","2,170.80","-","4.38%"
"Jun 17, 2014","2,267.86","2,229.55","2,277.84","2,190.28","-","1.56%"
"Jun 16, 2014","2,232.95","2,449.31","2,450.91","2,198.87","-","-8.72%"
"Jun 13, 2014","2,446.20","2,429.05","2,461.07","2,415.37","-","0.47%"
"Jun 12, 2014","2,434.71","2,475.92","2,476.72","2,424.27","-","-1.43%"
"Jun 11, 2014","2,469.96","2,541.27","2,549.43","2,463.72","-","-3.08%"
"Jun 10, 2014","2,548.45","2,525.44","2,552.29","2,512.32","-","1.37%"
"Jun 09, 2014","2,514.05","2,442.84","2,514.85","2,429.20","-","3.12%"
"Jun 06, 2014","2,437.88","2,450.89","2,471.69","2,436.05","-","0.03%"
"Jun 05, 2014","2,437.26","2,418.18","2,439.81","2,400.28","-","1.57%"
"Jun 04, 2014","2,399.66","2,370.06","2,402.99","2,359.37","-","1.49%"
"Jun 03, 2014","2,364.46","2,321.51","2,374.31","2,321.39","-","1.82%"
"Jun 02, 2014","2,322.23","2,304.03","2,322.56","2,272.26","-","0.84%"
"May 30, 2014","2,302.99","2,265.54","2,302.99","2,262.36","-","1.24%"
"May 29, 2014","2,274.71","2,191.12","2,276.43","2,191.12","-","4.63%"
"May 28, 2014","2,174.15","2,174.97","2,192.28","2,168.06","-","-0.28%"
"May 27, 2014","2,180.21","2,239.41","2,239.41","2,161.72","-","-1.95%"
"May 23, 2014","2,223.62","2,204.71","2,228.22","2,199.45","-","1.10%"
"May 22, 2014","2,199.51","2,175.84","2,202.30","2,168.56","-","1.15%"
"May 21, 2014","2,174.58","2,189.93","2,206.08","2,161.30","-","-0.43%"
"May 20, 2014","2,183.88","2,181.00","2,192.38","2,170.67","-","-0.15%"
"May 19, 2014","2,187.16","2,154.30","2,187.45","2,142.02","-","0.79%"
"May 16, 2014","2,169.92","2,165.03","2,170.05","2,140.08","-","0.41%"
"May 15, 2014","2,161.14","2,215.25","2,215.25","2,157.98","-","-2.60%"
"May 14, 2014","2,218.73","2,231.52","2,260.02","2,216.38","-","-0.70%"
"May 13, 2014","2,234.35","2,296.71","2,300.68","2,228.51","-","-2.03%"
"May 12, 2014","2,280.70","2,306.95","2,325.07","2,274.98","-","-0.86%"
"May 09, 2014","2,300.52","2,312.58","2,324.90","2,277.73","-","-0.62%"
"May 08, 2014","2,314.98","2,366.38","2,367.94","2,296.58","-","-2.16%"
"May 07, 2014","2,365.97","2,254.33","2,374.26","2,254.33","-","5.48%"
"May 06, 2014","2,243.08","2,277.70","2,296.76","2,238.84","-","-1.99%"
"May 05, 2014","2,288.51","2,251.86","2,296.29","2,244.50","-","1.60%"
"May 02, 2014","2,252.39","2,228.33","2,252.85","2,220.14","-","1.10%"
"May 01, 2014","2,227.78","2,217.50","2,236.48","2,215.54","-","0.45%"
"Apr 30, 2014","2,217.72","2,193.34","2,221.77","2,183.03","-","1.03%"
"Apr 29, 2014","2,195.12","2,186.76","2,232.87","2,179.43","-","0.75%"
"Apr 28, 2014","2,178.71","2,170.04","2,217.37","2,147.56","-","0.71%"
"Apr 25, 2014","2,163.35","2,230.64","2,241.10","2,147.54","-","-3.60%"
"Apr 24, 2014","2,244.10","2,253.35","2,273.31","2,236.17","-","0.23%"
"Apr 23, 2014","2,238.85","2,231.18","2,262.41","2,229.24","-","0.00%"
"Apr 22, 2014","2,238.75","2,207.39","2,252.25","2,195.76","-","2.63%"
"Apr 21, 2014","2,181.40","2,196.54","2,204.56","2,176.95","-","-0.51%"
"Apr 17, 2014","2,192.57","2,199.74","2,202.79","2,186.46","-","-0.33%"
"Apr 16, 2014","2,199.80","2,190.20","2,199.80","2,166.94","-","0.96%"
"Apr 15, 2014","2,178.91","2,218.43","2,218.96","2,127.65","-","-1.78%"
"Apr 14, 2014","2,218.35","2,218.38","2,236.95","2,199.16","-","0.69%"
"Apr 11, 2014","2,203.07","2,224.65","2,224.65","2,163.82","-","-1.40%"
"Apr 10, 2014","2,234.35","2,238.91","2,250.18","2,229.47","-","-0.14%"
"Apr 09, 2014","2,237.38","2,241.83","2,250.35","2,217.17","-","0.50%"
"Apr 08, 2014","2,226.32","2,202.04","2,227.43","2,192.88","-","1.13%"
"Apr 07, 2014","2,201.54","2,183.02","2,201.54","2,153.60","-","0.62%"
"Apr 04, 2014","2,187.87","2,214.45","2,232.59","2,151.61","-","-0.32%"
"Apr 03, 2014","2,195.00","2,216.07","2,228.57","2,183.29","-","-1.27%"
"Apr 02, 2014","2,223.14","2,178.15","2,223.14","2,171.76","-","2.11%"
"Apr 01, 2014","2,177.18","2,164.23","2,178.67","2,135.79","-","0.28%"
"Mar 31, 2014","2,171.16","2,112.43","2,176.13","2,107.81","-","3.80%"
"Mar 28, 2014","2,091.64","2,079.02","2,117.42","2,075.14","-","1.28%"
"Mar 27, 2014","2,065.23","2,018.46","2,065.49","2,015.86","-","2.52%"
"Mar 26, 2014","2,014.50","2,065.37","2,071.25","2,005.57","-","-2.02%"
"Mar 25, 2014","2,056.03","2,013.80","2,060.62","2,013.80","-","2.31%"
"Mar 24, 2014","2,009.59","2,017.29","2,019.67","1,991.60","-","-0.20%"
"Mar 21, 2014","2,013.67","1,986.04","2,022.08","1,984.61","-","2.01%"
"Mar 20, 2014","1,974.07","1,948.14","1,981.42","1,924.89","-","1.28%"
"Mar 19, 2014","1,949.09","1,955.35","1,980.61","1,931.73","-","-0.19%"
