"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 12, 2014","5,257.70","5,267.10","5,272.60","5,253.30","79.37M","-0.18%"
"Jan 10, 2014","5,267.14","5,277.50","5,278.40","5,261.10","405.89M","-0.20%"
"Jan 09, 2014","5,277.47","5,268.90","5,277.50","5,248.20","403.89M","0.16%"
"Jan 08, 2014","5,268.92","5,270.20","5,305.80","5,256.40","430.89M","-0.02%"
"Jan 07, 2014","5,270.23","5,278.10","5,299.90","5,267.70","407.97M","-0.15%"
"Jan 06, 2014","5,278.13","5,302.90","5,315.00","5,270.70","299.17M","-0.34%"
"Jan 05, 2014","5,296.20","5,302.90","5,315.00","5,295.70","68.21M","-0.13%"
"Jan 03, 2014","5,302.92","5,320.60","5,320.60","5,278.10","294.52M","-0.33%"
"Jan 02, 2014","5,320.55","5,304.70","5,335.50","5,304.70","235.55M","-0.04%"
"Jan 01, 2014","5,322.90","5,304.70","5,332.80","5,304.70","37.69M","0.34%"
"Dec 31, 2013","5,304.74","5,309.40","5,319.70","5,291.50","226.65M","-0.09%"
"Dec 30, 2013","5,309.43","5,276.60","5,309.43","5,276.60","257.94M","0.14%"
"Dec 29, 2013","5,302.00","5,276.60","5,304.20","5,276.60","55.39M","0.48%"
"Dec 27, 2013","5,276.57","5,280.30","5,317.40","5,272.20","213.29M","-0.66%"
"Dec 26, 2013","5,311.50","5,280.30","5,317.40","5,280.30","47.19M","0.59%"
"Dec 24, 2013","5,280.28","5,245.80","5,282.90","5,245.80","224.80M","0.66%"
"Dec 23, 2013","5,245.81","5,218.80","5,247.20","5,211.30","466.35M","0.05%"
"Dec 22, 2013","5,243.40","5,218.80","5,247.20","5,216.50","110.04M","0.47%"
"Dec 20, 2013","5,218.77","5,156.60","5,218.80","5,156.60","1.12B","1.21%"
"Dec 19, 2013","5,156.59","5,051.70","5,156.60","5,051.70","692.55M","2.08%"
"Dec 18, 2013","5,051.66","5,058.60","5,071.30","5,048.90","551.76M","-0.14%"
"Dec 17, 2013","5,058.60","5,045.00","5,090.30","5,039.70","513.56M","0.27%"
"Dec 16, 2013","5,045.02","5,054.60","5,056.70","5,015.10","411.59M","-0.12%"
"Dec 15, 2013","5,051.10","5,054.60","5,054.60","5,015.10","81.62M","-0.07%"
"Dec 13, 2013","5,054.56","5,019.90","5,054.60","5,003.70","528.52M","0.69%"
"Dec 12, 2013","5,019.89","5,060.80","5,072.90","4,985.60","758.06M","-0.81%"
"Dec 11, 2013","5,060.80","5,093.60","5,098.50","5,060.80","492.87M","-0.77%"
"Dec 10, 2013","5,100.14","5,100.90","5,141.30","5,097.20","633.45M","-0.02%"
"Dec 09, 2013","5,100.92","5,142.50","5,164.20","5,090.00","513.17M","-0.44%"
"Dec 08, 2013","5,123.70","5,142.50","5,164.20","5,121.50","99.88M","-0.37%"
"Dec 06, 2013","5,142.51","5,154.50","5,155.10","5,111.50","416.88M","-0.23%"
"Dec 05, 2013","5,154.48","5,229.30","5,232.30","5,154.48","715.92M","-1.43%"
"Dec 04, 2013","5,229.30","5,211.60","5,233.80","5,183.60","585.64M","0.34%"
"Dec 03, 2013","5,211.57","5,235.60","5,239.60","5,208.80","552.01M","-0.46%"
"Dec 02, 2013","5,235.57","5,276.40","5,288.80","5,225.70","438.24M","-0.74%"
"Dec 01, 2013","5,274.50","5,276.40","5,288.80","5,272.50","63.84M","-0.04%"
"Nov 29, 2013","5,276.41","5,290.30","5,295.10","5,263.90","485.70M","-0.26%"
"Nov 28, 2013","5,290.33","5,289.50","5,323.10","5,289.50","431.05M","0.02%"
"Nov 27, 2013","5,289.46","5,313.70","5,318.90","5,289.50","402.64M","-0.46%"
"Nov 26, 2013","5,313.75","5,308.90","5,331.80","5,301.60","745.12M","0.09%"
"Nov 25, 2013","5,308.90","5,292.70","5,330.30","5,292.70","460.39M","-0.22%"
"Nov 24, 2013","5,320.80","5,292.70","5,330.30","5,292.70","68.48M","0.53%"
"Nov 22, 2013","5,292.68","5,245.70","5,309.40","5,245.70","434.55M","0.90%"
"Nov 21, 2013","5,245.67","5,265.50","5,265.50","5,242.10","625.84M","-0.38%"
"Nov 20, 2013","5,265.55","5,310.10","5,310.10","5,253.80","467.59M","-0.84%"
"Nov 19, 2013","5,310.13","5,341.20","5,341.20","5,301.90","456.36M","-0.58%"
"Nov 18, 2013","5,341.16","5,357.90","5,360.30","5,314.20","361.02M","0.21%"
"Nov 17, 2013","5,330.10","5,357.90","5,360.30","5,314.20","79.45M","-0.52%"
"Nov 15, 2013","5,357.92","5,312.30","5,362.40","5,296.60","411.28M","0.86%"
"Nov 14, 2013","5,312.31","5,276.60","5,334.20","5,276.60","469.73M","0.68%"
"Nov 13, 2013","5,276.58","5,350.10","5,350.10","5,265.80","531.81M","-1.37%"
"Nov 12, 2013","5,350.07","5,344.00","5,377.80","5,343.10","486.67M","0.11%"
"Nov 11, 2013","5,344.01","5,359.10","5,396.20","5,329.40","493.86M","-0.66%"
"Nov 10, 2013","5,379.70","5,359.10","5,396.20","5,359.10","97.45M","0.38%"
"Nov 08, 2013","5,359.10","5,379.40","5,379.40","5,338.50","482.94M","-0.38%"
"Nov 07, 2013","5,379.44","5,377.90","5,385.20","5,366.50","515.86M","-0.22%"
"Nov 06, 2013","5,391.11","5,389.00","5,391.20","5,363.60","436.66M","0.04%"
"Nov 05, 2013","5,388.97","5,347.60","5,395.60","5,347.60","340.81M","0.77%"
"Nov 04, 2013","5,347.55","5,368.20","5,387.40","5,345.70","384.14M","-0.65%"
"Nov 03, 2013","5,382.80","5,368.20","5,387.40","5,368.20","68.31M","0.27%"
"Nov 01, 2013","5,368.25","5,383.20","5,383.20","5,362.60","353.83M","-0.28%"
"Oct 31, 2013","5,383.21","5,388.10","5,403.70","5,356.60","555.22M","-0.09%"
"Oct 30, 2013","5,388.09","5,373.70","5,401.80","5,373.70","469.72M","0.27%"
"Oct 29, 2013","5,373.68","5,399.50","5,402.40","5,366.50","439.56M","-0.48%"
"Oct 28, 2013","5,399.52","5,344.20","5,415.70","5,344.20","657.12M","-0.21%"
"Oct 27, 2013","5,411.10","5,344.20","5,411.50","5,344.20","92.55M","1.25%"
"Oct 25, 2013","5,344.22","5,329.70","5,354.50","5,329.70","573.71M","0.27%"
"Oct 24, 2013","5,329.72","5,312.70","5,341.50","5,310.20","431.21M","0.32%"
"Oct 23, 2013","5,312.67","5,329.80","5,358.90","5,311.50","600.78M","-0.32%"
"Oct 22, 2013","5,329.77","5,308.30","5,337.00","5,308.30","602.52M","0.40%"
"Oct 21, 2013","5,308.32","5,277.90","5,322.80","5,277.90","510.43M","-0.23%"
"Oct 20, 2013","5,320.60","5,277.90","5,322.80","5,277.90","126.64M","0.81%"
"Oct 18, 2013","5,277.95","5,239.10","5,282.90","5,239.10","536.70M","0.74%"
"Oct 17, 2013","5,239.13","5,219.00","5,250.10","5,219.00","567.06M","0.39%"
"Oct 16, 2013","5,219.01","5,215.20","5,225.90","5,187.10","450.76M","0.07%"
"Oct 15, 2013","5,215.16","5,164.30","5,222.90","5,164.30","479.70M","0.98%"
"Oct 14, 2013","5,164.31","5,187.60","5,187.60","5,143.40","335.25M","0.03%"
"Oct 13, 2013","5,162.80","5,187.60","5,187.60","5,157.80","98.73M","-0.48%"
"Oct 11, 2013","5,187.64","5,104.30","5,196.00","5,104.30","465.54M","1.63%"
"Oct 10, 2013","5,104.31","5,110.10","5,110.10","5,084.30","439.36M","-0.11%"
"Oct 09, 2013","5,110.13","5,101.50","5,115.00","5,076.10","382.10M","0.08%"
"Oct 08, 2013","5,106.11","5,117.70","5,122.10","5,083.70","429.65M","-0.23%"
"Oct 07, 2013","5,117.65","5,164.80","5,170.30","5,102.70","-","-0.94%"
