"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 29, 2019","49,819","49,111","49,111","49,111","0.00K","0.37%"
"Aug 28, 2019","49,635","47,830","48,239","47,451","13.32K","0.33%"
"Aug 27, 2019","49,473","48,253","48,253","48,252","0.00K","0.22%"
"Aug 26, 2019","49,366","47,189","48,115","47,051","14.78K","-0.11%"
"Aug 23, 2019","49,418","48,620","48,620","47,565","15.34K","-0.66%"
"Aug 22, 2019","49,746","49,096","49,130","49,096","0.20K","-0.83%"
"Aug 21, 2019","50,164","48,289","48,659","48,162","15.55K","0.58%"
"Aug 20, 2019","49,873","49,300","49,300","49,300","0.13K","-0.20%"
"Aug 19, 2019","49,972","48,469","48,683","48,370","14.81K","0.77%"
"Aug 16, 2019","49,590","48,031","48,270","47,601","19.41K","0.27%"
"Aug 15, 2019","49,455","48,202","48,440","47,288","27.83K","-0.35%"
"Aug 14, 2019","49,629","49,320","49,399","47,933","26.02K","-2.21%"
"Aug 13, 2019","50,748","49,001","49,274","48,787","20.28K","-0.15%"
"Aug 12, 2019","50,826","49,670","49,917","49,101","14.21K","-0.28%"
"Aug 08, 2019","50,971","49,540","49,695","49,313","13.79K","3.99%"
"Aug 07, 2019","49,015","48,915","49,248","48,760","18.55K","-2.88%"
"Aug 06, 2019","50,469","48,900","49,367","48,731","19.41K","3.31%"
"Aug 05, 2019","48,853","49,579","49,579","48,735","24.34K","-5.72%"
"Aug 02, 2019","51,816","50,335","50,509","49,817","26.21K","-1.91%"
"Aug 01, 2019","52,825","50,385","51,187","50,155","17.98K","0.74%"
"Jul 31, 2019","52,437","51,105","51,176","50,581","14.53K","-0.76%"
"Jul 30, 2019","52,838","52,001","52,158","50,898","20.16K","-1.62%"
"Jul 29, 2019","53,707","51,530","51,991","51,380","14.75K","0.71%"
"Jul 26, 2019","53,329","51,475","51,640","51,265","10.40K","0.13%"
"Jul 25, 2019","53,261","51,795","52,114","51,151","19.52K","-0.21%"
"Jul 24, 2019","53,372","52,350","52,350","51,513","12.57K","-0.99%"
"Jul 23, 2019","53,906","51,890","52,390","51,890","13.51K","0.56%"
"Jul 22, 2019","53,604","51,911","52,095","51,676","11.36K","3.04%"
"Jul 19, 2019","52,022","52,006","52,429","51,965","12.75K","-2.71%"
"Jul 18, 2019","53,471","51,300","51,905","51,300","11.81K","0.37%"
"Jul 17, 2019","53,272","51,880","52,150","51,506","12.56K","-0.83%"
"Jul 16, 2019","53,719","51,425","52,020","51,305","12.64K","1.00%"
"Jul 15, 2019","53,187","51,255","51,550","50,984","11.06K","0.57%"
"Jul 12, 2019","52,888","51,720","51,720","51,128","13.98K","-0.28%"
"Jul 11, 2019","53,035","53,035","53,035","53,035","-","-0.57%"
"Jul 10, 2019","53,339","51,111","51,865","51,035","16.51K","1.10%"
"Jul 09, 2019","52,758","51,800","51,818","50,952","17.99K","-1.54%"
"Jul 08, 2019","53,582","51,350","51,939","51,315","13.87K","0.33%"
"Jul 05, 2019","53,407","51,903","51,937","51,595","10.31K","-0.55%"
"Jul 04, 2019","53,702","52,251","52,301","51,725","8.19K","-0.23%"
"Jul 03, 2019","53,828","52,380","52,520","52,034","11.17K","-0.54%"
"Jul 02, 2019","54,118","52,790","52,909","52,173","15.73K","-0.55%"
"Jul 01, 2019","54,417","52,910","53,220","52,567","21.40K","0.46%"
"Jun 28, 2019","54,170","52,305","52,522","52,298","9.84K","0.19%"
"Jun 27, 2019","54,067","52,925","53,092","52,300","11.87K","-0.70%"
"Jun 26, 2019","54,449","52,450","52,874","52,450","13.96K","0.29%"
"Jun 25, 2019","54,294","53,320","53,590","53,320","0.00K","-0.94%"
"Jun 24, 2019","54,811","53,260","53,690","52,800","13.96K","-0.79%"
"Jun 21, 2019","55,248","53,100","53,486","52,946","21.80K","0.34%"
"Jun 20, 2019","55,060","52,771","53,580","52,771","17.99K","0.86%"
"Jun 19, 2019","54,593","53,353","53,634","53,353","0.00K","-0.25%"
"Jun 18, 2019","54,728","52,721","54,000","52,556","37.92K","0.92%"
"Jun 14, 2019","54,228","52,975","53,023","52,218","9.71K","-0.91%"
"Jun 13, 2019","54,728","52,836","53,239","52,728","1.55K","0.02%"
"Jun 12, 2019","54,716","52,919","52,995","52,742","0.07K","-0.28%"
"Jun 11, 2019","54,870","52,850","53,054","52,850","0.04K","0.76%"
"Jun 10, 2019","54,454","52,779","52,780","52,779","0.00K","0.64%"
"Jun 07, 2019","54,108","51,644","51,747","51,644","0.00K","1.89%"
"Jun 06, 2019","53,103","51,418","51,619","51,332","0.01K","-0.03%"
"Jun 05, 2019","53,121","51,013","51,555","51,013","0.01K","1.90%"
"Jun 04, 2019","52,129","50,100","50,654","49,756","20.04K","0.45%"
"Jun 03, 2019","51,894","49,632","50,344","49,632","17.75K","1.20%"
"May 31, 2019","51,277","50,520","50,520","50,520","0.07K","-0.32%"
"May 30, 2019","51,440","49,555","49,555","49,555","0.00K","1.32%"
"May 29, 2019","50,770","48,400","49,260","48,340","18.81K","4.18%"
"May 28, 2019","48,732","48,929","48,999","48,510","16.58K","0.06%"
"May 27, 2019","48,705","48,721","49,052","48,525","9.41K","-3.56%"
"May 24, 2019","50,502","48,475","49,002","48,411","15.00K","0.06%"
"May 23, 2019","50,473","48,995","48,995","48,766","0.00K","-1.69%"
"May 22, 2019","51,341","49,589","49,815","49,390","13.03K","-0.58%"
"May 21, 2019","51,639","50,020","50,095","49,589","14.86K","-0.25%"
"May 20, 2019","51,770","50,055","50,145","49,612","10.91K","-1.12%"
"May 17, 2019","52,358","50,500","50,500","50,021","14.96K","-0.60%"
"May 16, 2019","52,673","50,128","50,789","50,039","13.85K","1.13%"
"May 15, 2019","52,084","50,651","50,775","49,510","21.78K","-0.40%"
"May 14, 2019","52,293","50,399","50,894","50,325","15.90K","-0.07%"
"May 13, 2019","52,329","50,880","50,880","50,880","0.00K","-0.84%"
"May 10, 2019","52,773","51,680","51,720","51,680","0.00K","3.34%"
"May 09, 2019","51,066","51,900","51,900","50,477","26.10K","-5.69%"
"May 07, 2019","54,149","52,909","53,047","52,000","16.24K","-1.21%"
"May 06, 2019","54,815","52,700","52,890","52,215","16.01K","2.76%"
"May 03, 2019","53,343","53,048","53,610","52,850","13.77K","-3.12%"
"May 02, 2019","55,059","52,770","53,089","52,438","14.20K","0.73%"
"Apr 30, 2019","54,658","52,949","53,170","52,614","9.38K","-0.34%"
"Apr 29, 2019","54,842","53,261","53,398","52,757","8.48K","-0.52%"
"Apr 26, 2019","55,129","52,910","53,174","52,751","10.82K","0.23%"
"Apr 25, 2019","55,003","53,235","53,263","52,827","27.11K","-0.38%"
"Apr 24, 2019","55,215","53,599","53,775","53,003","19.14K","-0.61%"
"Apr 23, 2019","55,555","53,570","53,784","53,305","22.24K","0.39%"
"Apr 18, 2019","55,337","52,900","53,569","52,861","37.04K","0.30%"
"Apr 17, 2019","55,169","53,173","53,229","52,932","15.36K","-0.16%"
"Apr 16, 2019","55,256","52,800","53,304","52,800","27.02K","1.13%"
"Apr 15, 2019","54,636","52,815","52,897","52,450","16.38K","-0.16%"
"Apr 12, 2019","54,724","54,233","54,233","54,233","0.03K","0.37%"
"Apr 11, 2019","54,520","52,955","52,955","52,314","18.84K","-0.68%"
"Apr 10, 2019","54,895","52,250","52,874","52,220","21.93K","1.17%"
"Apr 09, 2019","54,258","52,170","52,425","52,055","19.71K","-0.05%"
"Apr 08, 2019","54,287","53,700","53,700","53,700","0.15K","0.36%"
"Apr 05, 2019","54,093","53,000","53,000","53,000","0.42K","0.23%"
"Apr 04, 2019","53,967","52,000","52,220","51,965","19.68K","-0.83%"
"Apr 03, 2019","54,421","51,699","52,395","51,669","28.13K","1.55%"
"Apr 02, 2019","53,589","51,549","51,554","51,082","20.34K","0.06%"
"Apr 01, 2019","53,556","51,124","51,632","51,050","26.86K","1.39%"
"Mar 29, 2019","52,823","50,600","50,895","50,520","21.04K","0.85%"
"Mar 28, 2019","52,378","50,280","50,668","50,260","17.57K","0.14%"
"Mar 27, 2019","52,304","49,920","50,839","49,828","25.80K","1.07%"
"Mar 26, 2019","51,750","49,700","49,900","49,385","22.76K","0.44%"
"Mar 25, 2019","51,521","49,707","49,900","49,379","31.32K","-0.96%"
"Mar 22, 2019","52,019","50,349","50,569","49,990","25.12K","3.11%"
"Mar 21, 2019","50,450","50,450","50,450","50,450","-","-3.55%"
"Mar 20, 2019","52,307","51,080","51,080","51,080","0.30K","-1.17%"
"Mar 19, 2019","52,925","51,490","51,490","51,490","0.02K","0.37%"
"Mar 18, 2019","52,732","50,047","50,512","49,913","118.68K","1.19%"
"Mar 15, 2019","52,114","49,600","50,093","49,570","85.64K","0.39%"
"Mar 14, 2019","51,910","49,621","49,878","49,328","37.83K","-0.09%"
"Mar 13, 2019","51,955","50,900","50,900","50,900","0.63K","2.20%"
"Mar 12, 2019","50,837","50,950","50,950","50,950","0.29K","-1.97%"
"Mar 11, 2019","51,860","49,494","49,684","49,118","20.30K","5.42%"
"Mar 08, 2019","49,196","49,411","49,544","49,118","23.80K","-3.21%"
"Mar 07, 2019","50,828","49,700","49,900","49,501","20.74K","-4.65%"
"Mar 06, 2019","53,306","49,597","50,195","49,586","27.15K","4.81%"
"Mar 05, 2019","50,858","51,060","51,060","51,060","0.21K","2.10%"
"Mar 04, 2019","49,810","50,215","50,489","49,736","20.57K","0.07%"
"Mar 01, 2019","49,774","49,761","50,148","49,670","19.95K","0.41%"
"Feb 28, 2019","49,573","49,650","49,900","49,419","24.27K","-0.53%"
"Feb 27, 2019","49,836","49,989","50,247","49,711","22.85K","-0.35%"
"Feb 26, 2019","50,009","49,540","50,128","49,468","24.17K","0.70%"
"Feb 25, 2019","49,662","49,790","50,196","49,646","20.56K","-0.32%"
"Feb 22, 2019","49,822","49,061","49,930","49,061","21.88K","1.26%"
"Feb 21, 2019","49,201","49,479","49,594","49,130","20.50K","-0.38%"
"Feb 20, 2019","49,390","49,160","49,765","49,123","28.98K","0.79%"
"Feb 19, 2019","49,004","48,979","49,272","48,715","20.32K","-0.02%"
"Feb 18, 2019","49,012","48,721","49,164","48,553","14.05K","1.10%"
"Feb 15, 2019","48,480","48,080","48,547","47,810","21.77K","-0.32%"
"Feb 14, 2019","48,634","48,420","48,939","48,184","25.49K","0.38%"
"Feb 13, 2019","48,451","48,105","48,572","47,649","23.79K","1.23%"
"Feb 12, 2019","47,860","47,521","47,986","47,471","19.22K","0.88%"
"Feb 11, 2019","47,443","47,288","47,650","47,255","18.93K","0.77%"
"Feb 08, 2019","47,079","47,650","47,884","47,003","16.95K","-1.58%"
"Feb 07, 2019","47,833","48,319","48,319","47,548","21.33K","-1.28%"
"Feb 06, 2019","48,451","48,299","48,648","48,235","25.22K","-2.52%"
"Feb 05, 2019","49,702","49,900","49,900","49,900","0.13K","4.96%"
"Feb 04, 2019","47,355","47,855","48,189","47,257","31.40K","-1.04%"
"Feb 01, 2019","47,855","48,075","48,173","47,685","23.81K","-2.13%"
"Jan 31, 2019","48,897","49,050","49,050","49,050","0.24K","1.58%"
"Jan 30, 2019","48,138","48,340","48,485","47,995","19.97K","-0.61%"
"Jan 29, 2019","48,433","47,902","48,580","47,902","24.72K","1.40%"
"Jan 28, 2019","47,762","48,139","48,263","47,724","19.44K","-0.86%"
"Jan 25, 2019","48,177","48,120","48,347","47,938","24.84K","0.99%"
"Jan 24, 2019","47,706","47,950","48,026","47,490","19.38K","-0.62%"
"Jan 23, 2019","48,005","48,050","48,187","47,836","24.63K","-0.46%"
"Jan 22, 2019","48,229","48,034","48,285","47,819","20.97K","-0.09%"
"Jan 21, 2019","48,274","48,188","48,400","47,931","22.10K","0.65%"
"Jan 18, 2019","47,960","47,961","48,164","47,762","22.44K","0.75%"
"Jan 17, 2019","47,605","47,952","48,099","47,305","18.84K","-0.77%"
"Jan 16, 2019","47,975","47,777","48,035","47,558","15.71K","0.63%"
"Jan 15, 2019","47,676","48,002","48,110","47,416","19.67K","0.21%"
"Jan 14, 2019","47,575","47,444","47,672","47,146","20.63K","-0.53%"
"Jan 11, 2019","47,828","47,778","48,168","47,730","19.47K","0.57%"
"Jan 10, 2019","47,559","47,280","47,621","47,076","19.98K","0.31%"
"Jan 09, 2019","47,411","47,036","47,433","46,780","24.34K","2.03%"
"Jan 08, 2019","46,466","46,300","46,655","46,251","13.53K","0.44%"
"Jan 07, 2019","46,263","47,056","47,500","45,967","25.73K","-0.42%"
"Jan 04, 2019","46,457","46,100","46,686","45,900","20.94K","1.22%"
"Jan 03, 2019","45,898","45,450","46,220","45,426","25.88K","0.56%"
"Jan 02, 2019","45,642","46,500","46,500","45,212","26.98K","-3.01%"
"Dec 31, 2018","47,058","47,150","47,352","46,931","5.53K","0.32%"
"Dec 28, 2018","46,908","46,211","47,075","46,179","18.47K","1.83%"
"Dec 27, 2018","46,065","47,156","47,205","45,650","20.39K","-1.27%"
"Dec 24, 2018","46,656","46,102","46,978","45,900","6.24K","1.19%"
"Dec 21, 2018","46,106","46,101","46,599","45,921","21.45K","1.90%"
"Dec 20, 2018","45,248","44,999","45,328","44,610","23.40K","-0.61%"
"Dec 19, 2018","45,526","45,119","45,753","45,011","63.52K","0.57%"
"Dec 18, 2018","45,266","44,801","45,480","44,570","199.93K","-0.63%"
"Dec 14, 2018","45,551","45,005","45,638","45,005","97.86K","-0.25%"
"Dec 13, 2018","45,664","45,900","46,323","45,616","23.11K","-0.24%"
"Dec 12, 2018","45,774","45,600","45,993","45,470","21.14K","0.98%"
"Dec 11, 2018","45,328","44,899","45,480","44,659","24.07K","1.89%"
"Dec 10, 2018","44,489","44,482","44,799","44,255","25.17K","-1.43%"
"Dec 07, 2018","45,134","45,248","45,607","44,901","19.54K","0.47%"
"Dec 06, 2018","44,921","45,079","45,079","44,218","38.09K","-1.90%"
"Dec 05, 2018","45,792","45,799","46,039","45,555","30.40K","-1.11%"
"Dec 04, 2018","46,307","45,929","46,455","45,855","18.41K","0.04%"
"Dec 03, 2018","46,290","45,911","46,875","45,911","36.63K","3.11%"
"Nov 30, 2018","44,892","45,890","46,119","44,820","23.17K","-2.16%"
"Nov 29, 2018","45,885","45,951","46,403","45,557","18.81K","-0.07%"
"Nov 28, 2018","45,917","45,850","46,400","45,745","21.36K","1.12%"
"Nov 27, 2018","45,409","45,802","46,055","45,227","13.85K","-0.75%"
"Nov 26, 2018","45,754","45,000","45,880","44,905","23.21K","2.43%"
"Nov 23, 2018","44,668","44,999","45,100","44,310","13.97K","-1.15%"
"Nov 22, 2018","45,188","45,410","45,646","44,909","16.57K","-0.41%"
"Nov 21, 2018","45,376","45,320","45,700","44,979","21.83K","0.58%"
"Nov 20, 2018","45,115","45,902","45,953","44,914","26.80K","-2.68%"
"Nov 19, 2018","46,357","46,300","46,694","45,823","17.28K","0.51%"
"Nov 16, 2018","46,121","46,423","46,763","45,775","20.69K","-0.13%"
"Nov 15, 2018","46,183","45,900","46,500","45,651","22.85K","0.55%"
"Nov 14, 2018","45,931","45,949","46,105","45,073","30.19K","-0.25%"
"Nov 13, 2018","46,048","46,175","46,620","45,770","27.62K","-0.32%"
"Nov 12, 2018","46,196","47,080","47,351","46,030","24.30K","-2.06%"
"Nov 09, 2018","47,170","47,590","47,653","46,520","28.82K","-1.62%"
"Nov 08, 2018","47,945","48,900","48,946","47,780","23.20K","-1.17%"
"Nov 07, 2018","48,515","48,547","49,059","48,260","28.97K","0.01%"
"Nov 06, 2018","48,510","48,861","48,994","47,802","29.79K","-0.82%"
"Nov 05, 2018","48,912","47,749","48,950","47,704","27.37K","1.54%"
"Nov 02, 2018","48,170","48,400","49,310","47,920","46.42K","1.49%"
"Nov 01, 2018","47,462","46,555","47,634","46,555","35.37K","2.30%"
"Oct 31, 2018","46,393","45,501","46,684","45,501","42.59K","3.34%"
"Oct 30, 2018","44,894","45,339","45,736","44,756","18.69K","-1.35%"
"Oct 29, 2018","45,510","45,099","45,935","45,018","21.29K","0.84%"
"Oct 26, 2018","45,133","45,313","45,429","44,815","27.63K","-1.42%"
"Oct 25, 2018","45,784","44,400","45,920","44,116","40.27K","1.65%"
"Oct 24, 2018","45,042","45,765","45,790","44,700","50.34K","-0.98%"
"Oct 23, 2018","45,487","45,505","45,920","45,192","29.41K","-1.82%"
"Oct 22, 2018","46,330","46,900","46,966","46,177","16.31K","-0.16%"
"Oct 19, 2018","46,403","46,305","46,596","46,017","22.52K","0.03%"
"Oct 18, 2018","46,389","46,277","46,530","45,911","30.09K","-0.53%"
"Oct 17, 2018","46,637","47,782","47,970","46,387","34.91K","-1.89%"
"Oct 16, 2018","47,535","46,785","47,621","46,328","36.49K","1.60%"
"Oct 15, 2018","46,788","47,495","47,495","46,529","24.41K","-2.20%"
"Oct 12, 2018","47,839","46,960","47,984","46,740","38.69K","2.73%"
"Oct 11, 2018","46,569","45,850","46,625","45,660","51.31K","-1.46%"
"Oct 10, 2018","47,259","48,599","48,599","46,976","50.93K","-2.58%"
"Oct 09, 2018","48,511","48,600","48,704","48,150","29.23K","-0.31%"
"Oct 08, 2018","48,661","48,500","48,825","48,370","24.95K","-0.29%"
"Oct 05, 2018","48,803","49,550","49,599","48,623","29.82K","-1.50%"
"Oct 04, 2018","49,544","49,125","49,729","48,832","33.51K","0.15%"
"Oct 03, 2018","49,472","50,044","50,125","49,420","30.97K","-1.08%"
"Oct 02, 2018","50,010","49,869","50,149","49,177","36.97K","-0.23%"
"Oct 01, 2018","50,123","50,120","50,424","49,889","29.65K","0.01%"
"Sep 28, 2018","50,119","50,399","50,607","49,459","38.55K","-0.65%"
"Sep 27, 2018","50,446","50,849","50,850","50,217","23.70K","-1.22%"
"Sep 26, 2018","51,071","51,690","51,690","50,994","24.25K","-0.52%"
"Sep 25, 2018","51,338","51,480","51,599","50,569","38.72K","-0.75%"
"Sep 24, 2018","51,727","51,727","51,727","51,727","-","-0.02%"
"Sep 21, 2018","51,737","51,480","52,152","51,315","36.93K","2.92%"
"Sep 20, 2018","50,267","50,251","50,571","50,205","13.05K","0.14%"
"Sep 19, 2018","50,197","50,360","50,415","49,734","70.53K","0.25%"
"Sep 18, 2018","50,074","50,100","50,148","49,600","166.36K","0.08%"
"Sep 17, 2018","50,032","50,039","50,280","49,575","117.38K","-0.50%"
"Sep 14, 2018","50,284","50,150","50,654","50,011","47.83K","1.01%"
"Sep 13, 2018","49,783","50,200","50,418","49,184","41.40K","0.14%"
"Sep 12, 2018","49,713","50,000","50,191","49,563","38.44K","-0.23%"
"Sep 11, 2018","49,830","50,360","50,360","49,379","40.66K","-1.00%"
"Sep 10, 2018","50,333","50,850","50,855","50,315","22.32K","-0.89%"
"Sep 07, 2018","50,785","50,900","50,965","50,414","23.85K","-0.08%"
"Sep 06, 2018","50,825","50,580","51,137","50,325","24.51K","0.16%"
"Sep 05, 2018","50,744","51,245","51,300","50,650","29.50K","-1.35%"
"Sep 04, 2018","51,437","52,550","52,678","51,318","29.42K","-1.66%"
"Sep 03, 2018","52,305","52,002","52,486","51,867","17.92K","0.20%"
"Aug 31, 2018","52,203","52,487","52,695","51,939","27.43K","-0.56%"
"Aug 30, 2018","52,495","53,680","53,730","52,349","35.89K","-2.56%"
"Aug 29, 2018","53,872","53,669","53,939","53,402","22.85K","0.23%"
"Aug 28, 2018","53,746","53,450","54,012","53,384","34.25K","0.53%"
"Aug 27, 2018","53,462","52,880","53,580","52,770","30.52K","1.64%"
"Aug 24, 2018","52,601","51,755","52,772","51,700","27.44K","1.23%"
"Aug 23, 2018","51,960","51,806","52,121","51,700","24.60K","0.13%"
"Aug 22, 2018","51,893","50,971","51,935","50,966","28.22K","1.69%"
"Aug 21, 2018","51,032","50,860","51,225","50,727","18.93K","0.09%"
"Aug 20, 2018","50,987","50,801","51,285","50,801","21.61K","1.02%"
"Aug 17, 2018","50,472","50,677","51,065","50,242","24.42K","0.09%"
"Aug 16, 2018","50,429","49,985","50,490","49,714","28.21K","1.62%"
"Aug 15, 2018","49,623","51,215","51,228","49,550","43.18K","-3.52%"
"Aug 14, 2018","51,433","51,310","51,568","51,155","23.78K","-0.59%"
"Aug 13, 2018","51,737","51,454","51,956","51,277","19.47K","0.63%"
"Aug 10, 2018","51,415","51,515","51,625","51,208","23.50K","-0.24%"
"Aug 08, 2018","51,539","51,477","51,841","51,259","19.38K","0.10%"
"Aug 07, 2018","51,487","50,750","51,538","50,723","23.62K","1.55%"
"Aug 06, 2018","50,702","51,102","51,125","50,448","15.71K","-0.38%"
"Aug 03, 2018","50,895","50,477","51,082","50,156","16.46K","1.19%"
"Aug 02, 2018","50,296","50,692","50,699","50,147","23.23K","-1.76%"
"Aug 01, 2018","51,195","51,350","51,644","51,001","15.72K","-0.31%"
"Jul 31, 2018","51,352","51,033","51,520","50,926","17.22K","0.22%"
"Jul 30, 2018","51,240","50,841","51,465","50,655","18.23K","0.11%"
"Jul 27, 2018","51,185","50,930","51,368","50,772","17.19K","0.92%"
"Jul 26, 2018","50,719","50,183","51,030","50,146","15.78K","0.88%"
"Jul 25, 2018","50,279","51,000","51,113","50,167","18.20K","-1.58%"
"Jul 24, 2018","51,085","50,622","51,345","50,580","21.40K","1.31%"
"Jul 23, 2018","50,423","50,749","50,781","50,170","17.79K","-1.10%"
"Jul 20, 2018","50,984","50,198","51,049","50,161","21.91K","1.39%"
"Jul 19, 2018","50,283","50,101","50,379","49,793","19.23K","0.12%"
"Jul 18, 2018","50,221","50,250","50,379","49,823","21.31K","0.24%"
"Jul 17, 2018","50,101","49,155","50,195","49,029","32.29K","1.37%"
"Jul 16, 2018","49,424","50,203","50,275","49,350","23.86K","-1.92%"
"Jul 13, 2018","50,391","50,920","50,939","50,230","20.58K","-0.72%"
"Jul 12, 2018","50,759","51,333","51,481","50,512","22.13K","-0.80%"
"Jul 11, 2018","51,169","51,450","51,450","50,911","19.73K","-1.62%"
"Jul 10, 2018","52,009","52,088","52,395","51,730","21.62K","-0.39%"
"Jul 09, 2018","52,211","51,850","52,267","51,775","23.25K","1.57%"
"Jul 06, 2018","51,406","51,629","51,750","50,855","21.20K","0.14%"
"Jul 05, 2018","51,336","51,588","51,990","51,305","16.05K","-0.52%"
"Jul 04, 2018","51,605","51,239","51,699","50,940","12.84K","0.19%"
"Jul 03, 2018","51,506","51,424","51,595","50,708","20.03K","0.16%"
"Jul 02, 2018","51,424","51,230","51,537","50,681","26.51K","-0.51%"
"Jun 29, 2018","51,686","50,400","51,778","50,371","48.42K","3.47%"
"Jun 28, 2018","49,955","49,340","50,080","48,751","28.52K","0.85%"
"Jun 27, 2018","49,535","49,165","49,766","48,370","37.60K","0.23%"
"Jun 26, 2018","49,420","49,950","50,159","49,390","21.14K","-1.03%"
"Jun 25, 2018","49,936","50,738","50,738","49,700","21.18K","-1.96%"
"Jun 22, 2018","50,934","50,580","51,287","50,570","21.43K","1.20%"
"Jun 21, 2018","50,332","50,435","50,878","50,215","13.38K","-0.12%"
"Jun 20, 2018","50,392","50,540","50,930","50,259","69.40K","0.74%"
"Jun 19, 2018","50,022","50,427","50,575","49,908","135.58K","-1.92%"
"Jun 18, 2018","51,001","51,130","51,225","50,619","97.08K","-0.78%"
"Jun 15, 2018","51,402","52,325","52,473","51,302","44.40K","-1.48%"
"Jun 14, 2018","52,174","52,184","52,450","51,789","39.20K","-0.46%"
"Jun 13, 2018","52,417","51,900","52,563","51,755","31.21K","0.92%"
"Jun 12, 2018","51,938","51,950","52,307","51,758","26.20K","-0.07%"
"Jun 11, 2018","51,976","52,111","52,240","51,880","15.67K","0.15%"
"Jun 08, 2018","51,896","51,750","51,988","51,480","26.30K","-0.59%"
"Jun 07, 2018","52,202","52,106","52,529","52,070","22.84K","0.71%"
"Jun 06, 2018","51,836","51,632","52,168","51,632","21.05K","0.56%"
"Jun 05, 2018","51,546","51,733","51,793","51,199","25.19K","-0.46%"
"Jun 04, 2018","51,783","51,321","51,919","51,321","33.49K","1.37%"
"Jun 01, 2018","51,084","50,095","51,161","50,080","26.87K","2.23%"
"May 31, 2018","49,968","49,808","50,204","49,770","32.77K","0.99%"
"May 30, 2018","49,479","49,900","49,920","49,120","29.00K","-0.71%"
"May 29, 2018","49,833","50,551","50,629","49,721","23.51K","-1.92%"
"May 28, 2018","50,807","51,038","51,090","50,571","11.02K","-0.03%"
"May 25, 2018","50,820","50,630","50,900","50,413","18.66K","0.50%"
"May 24, 2018","50,566","50,954","51,190","50,494","23.59K","-0.62%"
"May 23, 2018","50,881","51,745","51,748","50,754","25.25K","-1.97%"
"May 22, 2018","51,906","51,500","51,969","51,118","19.61K","0.50%"
"May 21, 2018","51,647","51,853","52,325","51,435","17.43K","0.01%"
"May 18, 2018","51,644","52,102","52,102","51,573","19.92K","-0.90%"
"May 17, 2018","52,114","52,311","52,349","51,880","16.25K","-0.57%"
"May 16, 2018","52,413","51,650","52,548","51,186","26.70K","1.34%"
"May 15, 2018","51,718","51,998","52,134","51,601","23.39K","-1.21%"
"May 14, 2018","52,349","52,321","52,441","52,037","13.69K","0.20%"
"May 11, 2018","52,246","52,003","52,337","51,531","20.04K","0.66%"
"May 10, 2018","51,903","52,001","52,166","51,780","43.41K","0.50%"
"May 09, 2018","51,644","51,350","52,016","51,350","36.28K","0.36%"
"May 08, 2018","51,458","51,799","51,897","51,179","34.50K","-0.32%"
"May 07, 2018","51,625","51,399","51,638","51,190","11.22K","0.67%"
"May 04, 2018","51,283","51,046","51,569","50,934","22.71K","0.92%"
"May 03, 2018","50,817","51,780","51,851","50,659","30.44K","-2.29%"
"May 02, 2018","52,007","51,802","52,069","51,660","22.36K","0.35%"
"Apr 30, 2018","51,827","51,360","51,875","51,330","19.58K","1.20%"
"Apr 26, 2018","51,212","50,747","51,280","50,434","14.82K","0.91%"
"Apr 25, 2018","50,748","50,920","51,110","50,516","23.16K","-1.29%"
"Apr 24, 2018","51,411","51,555","51,738","51,360","13.84K","0.02%"
"Apr 23, 2018","51,403","51,100","51,644","51,077","14.87K","0.36%"
"Apr 20, 2018","51,219","51,000","51,404","50,959","14.30K","0.06%"
"Apr 19, 2018","51,189","51,660","52,020","51,001","25.59K","-0.69%"
"Apr 18, 2018","51,547","50,900","51,655","50,756","16.97K","1.57%"
"Apr 17, 2018","50,749","50,700","50,885","50,301","18.28K","0.15%"
"Apr 16, 2018","50,673","50,389","50,815","50,300","11.51K","0.49%"
"Apr 13, 2018","50,425","50,220","50,780","50,080","17.76K","0.31%"
"Apr 12, 2018","50,267","49,905","50,560","49,719","14.51K","0.52%"
"Apr 11, 2018","50,008","50,451","50,631","49,980","18.09K","-1.05%"
"Apr 10, 2018","50,539","50,350","50,753","50,312","20.61K","1.21%"
"Apr 09, 2018","49,937","49,790","50,066","49,480","18.34K","0.59%"
"Apr 06, 2018","49,645","49,455","49,996","49,159","18.24K","0.01%"
"Apr 05, 2018","49,642","48,898","49,876","48,876","23.73K","2.36%"
"Apr 04, 2018","48,498","48,597","48,667","46,942","45.37K","-0.40%"
"Apr 03, 2018","48,693","48,690","49,363","48,587","28.24K","-1.40%"
"Mar 29, 2018","49,385","48,768","49,509","48,730","27.62K","1.27%"
"Mar 28, 2018","48,768","49,451","49,451","48,411","33.43K","-2.46%"
"Mar 27, 2018","49,997","50,750","50,800","49,809","26.11K","-0.12%"
"Mar 26, 2018","50,056","50,150","50,338","49,690","26.34K","-0.44%"
"Mar 23, 2018","50,278","50,218","50,624","49,942","25.24K","-1.05%"
"Mar 22, 2018","50,813","52,145","52,705","50,615","35.05K","-2.91%"
"Mar 21, 2018","52,338","52,338","52,338","52,338","-","0.30%"
"Mar 20, 2018","52,179","51,995","52,368","51,850","16.73K","0.37%"
"Mar 19, 2018","51,989","51,766","52,325","51,640","22.24K","0.11%"
"Mar 16, 2018","51,933","52,283","52,485","51,898","21.78K","0.25%"
